gene_name,ensg_id,enst_id,uniprot_id,protein_name,hek_rna_tpm,hek_protein_conc_nm,hek_protein_copy_number
TSNARE1,ENSG00000171045,ENST00000524325,Q96NA8,t-SNARE domain-containing protein 1,14.2873558,1.771916939,1066.693997278
TSNAX,ENSG00000116918,ENST00000366639,Q99598,Translin-associated protein X ,76.806793,1023.947879,616416.623158
TSNAXIP1,ENSG00000102904,ENST00000388833,Q2TAA8,Translin-associated factor X-interacting protein 1 ,1.768871433,,
TSPAN1,ENSG00000117472,ENST00000372003,O60635,Tetraspanin-1 ,0.0,,
TSPAN11,ENSG00000110900,ENST00000261177,A1L157,Tetraspanin-11 ,0.530331788,,
TSPAN12,ENSG00000106025,ENST00000222747,O95859,Tetraspanin-12 ,21.75496733,,
TSPAN13,ENSG00000106537,ENST00000262067,O95857,Tetraspanin-13 ,31.3811,42.52076943,25597.50319686
TSPAN14,ENSG00000108219,ENST00000616406,Q8NG11,Tetraspanin-14 ,18.27183443,22.53250817,13564.56991834
TSPAN15,ENSG00000099282,ENST00000373290,O95858,Tetraspanin-15 ,21.15323,11.47263043,6906.52351886
TSPAN16,ENSG00000130167,ENST00000592955,Q9UKR8,Tetraspanin-16 ,0.038849,,
TSPAN17,ENSG00000048140,ENST00000508164,Q96FV3,Tetraspanin-17 ,31.37688033,,
TSPAN18,ENSG00000157570,ENST00000340160,Q96SJ8,Tetraspanin-18 ,9.267231767,,
TSPAN19,ENSG00000231738,ENST00000532498,P0C672,Tetraspanin-19 ,1.102708167,,
TSPAN2,ENSG00000134198,ENST00000369516,O60636,Tetraspanin-2 ,2.400378,,
TSPAN3,ENSG00000140391,ENST00000346495,O60637,Tetraspanin-3 ,320.447736,536.9018473,323214.9120746
TSPAN31,ENSG00000135452,ENST00000257910,Q12999,Tetraspanin-31 ,17.90354327,5.022744705,3023.69231241
TSPAN32,ENSG00000064201,ENST00000182290,Q96QS1,Tetraspanin-32 ,0.0512441,,
TSPAN33,ENSG00000158457,ENST00000486685,Q86UF1,Tetraspanin-33 ,22.57759233,14.0230956,8441.9035512
TSPAN4,ENSG00000214063,ENST00000397397,O14817,Tetraspanin-4 ,34.01375229,3.669509838,2209.044922476
TSPAN5,ENSG00000168785,ENST00000305798,P62079,Tetraspanin-5 ,9.700579,1.509575112,908.764217424
TSPAN6,ENSG00000000003,ENST00000373020,O43657,Tetraspanin-6 ,78.17334467,220.396131,132678.470862
TSPAN7,ENSG00000156298,ENST00000378482,P41732,Tetraspanin-7 ,10.25998663,45.89071696,27626.21160992
TSPAN8,ENSG00000127324,ENST00000247829,P19075,Tetraspanin-8 ,0.039244533,,
TSPAN9,ENSG00000011105,ENST00000011898,O75954,Tetraspanin-9 ,9.003221667,4.935875471,2971.397033542
TSPEAR,ENSG00000175894,ENST00000323084,Q8WU66,Thrombospondin-type laminin G domain and EAR repeat-containing protein ,0.099898067,,
TSPO,ENSG00000100300,ENST00000337554,P30536,Translocator protein ,102.6889,252.4802466,151993.1084532
TSPO2,ENSG00000112212,ENST00000373158,Q5TGU0,Translocator protein 2 ,0.0,,
TSPOAP1,ENSG00000005379,ENST00000268893,O95153,Peripheral-type benzodiazepine receptor-associated protein 1 ,0.017779433,,
TSPY1,ENSG00000258992,ENST00000423647,Q01534,Testis-specific Y-encoded protein 1 ,0.0,,
TSPY10,ENSG00000236424,ENST00000428845,P0CW01,Testis-specific Y-encoded protein 10,0.0,,
TSPY2,ENSG00000168757,ENST00000320701,A6NKD2,Testis-specific Y-encoded protein 2 ,0.0,,
TSPY3,ENSG00000228927,ENST00000457222,P0CV98,Testis-specific Y-encoded protein 3,0.0,,
TSPY4,ENSG00000233803,ENST00000426950,P0CV99,Testis-specific Y-encoded protein 4,0.0,,
TSPY8,ENSG00000229549,ENST00000287721,P0CW00,Testis-specific Y-encoded protein 8,0.0,,
TSPYL1,ENSG00000189241,ENST00000368608,Q9H0U9,Testis-specific Y-encoded-like protein 1 ,120.745,142.0818998,85533.3036796
TSPYL2,ENSG00000184205,ENST00000375442,Q9H2G4,Testis-specific Y-encoded-like protein 2 ,32.29989467,9.349644292,5628.485863784001
TSPYL4,ENSG00000187189,ENST00000420283,Q9UJ04,Testis-specific Y-encoded-like protein 4 ,11.97606667,8.962717802,5395.556116804
TSPYL5,ENSG00000180543,ENST00000322128,Q86VY4,Testis-specific Y-encoded-like protein 5 ,0.0,,
TSPYL6,ENSG00000178021,ENST00000317802,Q8N831,Testis-specific Y-encoded-like protein 6 ,0.004804933,,
TSR1,ENSG00000167721,ENST00000301364,Q2NL82,Pre-rRNA-processing protein TSR1 homolog,89.34058,623.7108068,375473.9056936
TSR2,ENSG00000158526,ENST00000375151,Q969E8,Pre-rRNA-processing protein TSR2 homolog,67.23113333,273.0863379,164397.9754158
TSR3,ENSG00000007520,ENST00000007390,Q9UJK0,18S rRNA aminocarboxypropyltransferase ,100.74955,119.5665437,71979.05930739999
TSSC4,ENSG00000184281,ENST00000333256,Q9Y5U2,Protein TSSC4 ,47.3691905,144.4314005,86947.70310099999
TSSK1B,ENSG00000212122,ENST00000390666,Q9BXA7,Testis-specific serine/threonine-protein kinase 1 ,0.030646933,,
TSSK2,ENSG00000206203,ENST00000399635,Q96PF2,Testis-specific serine/threonine-protein kinase 2 ,0.008759967,,
TSSK3,ENSG00000162526,ENST00000373534,Q96PN8,Testis-specific serine/threonine-protein kinase 3 ,1.831407,,
TSSK4,ENSG00000139908,ENST00000287913,Q6SA08,Testis-specific serine/threonine-protein kinase 4 ,0.0402782,,
TSSK6,ENSG00000178093,ENST00000585580,Q9BXA6,Testis-specific serine/threonine-protein kinase 6 ,2.118259333,,
TST,ENSG00000128311,ENST00000249042,Q16762,Thiosulfate sulfurtransferase ,30.09796333,203.4176702,122457.4374604
TSTD1,ENSG00000215845,ENST00000368023,Q8NFU3,Thiosulfate:glutathione sulfurtransferase ,0.401377,,
TSTD2,ENSG00000136925,ENST00000341170,Q5T7W7,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2 ,19.10314533,13.64292724,8213.04219848
TSTD3,ENSG00000279170,ENST00000452647,H0UI37,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3 ,4.024423333,,
TTBK1,ENSG00000146216,ENST00000259750,Q5TCY1,Tau-tubulin kinase 1 ,0.1920075,,
TTBK2,ENSG00000128881,ENST00000267890,Q6IQ55,Tau-tubulin kinase 2 ,9.314257334,1.270482559,764.830500518
TTC1,ENSG00000113312,ENST00000231238,Q99614,Tetratricopeptide repeat protein 1 ,72.418869,938.7990559,565157.0316518
TTC12,ENSG00000149292,ENST00000529221,Q9H892,Tetratricopeptide repeat protein 12 ,19.06589566,23.15609742,13939.970646839998
TTC13,ENSG00000143643,ENST00000366661,Q8NBP0,Tetratricopeptide repeat protein 13 ,35.11433133,40.15072333,24170.73544466
TTC14,ENSG00000163728,ENST00000382584,Q96N46,Tetratricopeptide repeat protein 14 ,21.96818367,20.25569296,12193.92716192
TTC16,ENSG00000167094,ENST00000373289,Q8NEE8,Tetratricopeptide repeat protein 16 ,0.125409,,
TTC17,ENSG00000052841,ENST00000039989,Q96AE7,Tetratricopeptide repeat protein 17 ,34.07401927,11.72634013,7059.25675826
TTC19,ENSG00000011295,ENST00000261647,Q6DKK2,"Tetratricopeptide repeat protein 19, mitochondrial ",38.82956933,144.4566031,86962.8750662
TTC21A,ENSG00000168026,ENST00000431162,Q8NDW8,Tetratricopeptide repeat protein 21A ,2.390420022,,
TTC21B,ENSG00000123607,ENST00000243344,Q7Z4L5,Tetratricopeptide repeat protein 21B ,10.39105567,26.61976233,16025.096922660001
TTC22,ENSG00000006555,ENST00000371276,Q5TAA0,Tetratricopeptide repeat protein 22 ,0.146987667,,
TTC23,ENSG00000103852,ENST00000394132,Q5W5X9,Tetratricopeptide repeat protein 23 ,21.07929967,0.532771856,320.728657312
TTC23L,ENSG00000205838,ENST00000502674,Q6PF05,Tetratricopeptide repeat protein 23-like,0.756375867,,
TTC24,ENSG00000187862,ENST00000368236,A2A3L6,Tetratricopeptide repeat protein 24 ,0.0,,
TTC26,ENSG00000105948,ENST00000464848,A0AVF1,Intraflagellar transport protein 56 ,29.44410799,63.89985171,38467.71072942
TTC27,ENSG00000018699,ENST00000317907,Q6P3X3,Tetratricopeptide repeat protein 27 ,30.02092267,147.1469277,88582.4504754
TTC28,ENSG00000100154,ENST00000397906,Q96AY4,Tetratricopeptide repeat protein 28 ,10.5497125,32.35315395,19476.5986779
TTC29,ENSG00000137473,ENST00000325106,Q8NA56,Tetratricopeptide repeat protein 29 ,0.0185259,,
TTC3,ENSG00000182670,ENST00000355666,P53804,E3 ubiquitin-protein ligase TTC3 ,94.87167152,13.98484139,8418.87451678
TTC30A,ENSG00000197557,ENST00000355689,Q86WT1,Tetratricopeptide repeat protein 30A ,1.89297,18.91847597,11388.92253394
TTC30B,ENSG00000196659,ENST00000408939,Q8N4P2,Tetratricopeptide repeat protein 30B ,2.17286,8.097522464,4874.708523328
TTC31,ENSG00000115282,ENST00000233623,Q49AM3,Tetratricopeptide repeat protein 31 ,21.696725,20.81425414,12530.18099228
TTC32,ENSG00000183891,ENST00000333610,Q5I0X7,Tetratricopeptide repeat protein 32 ,15.55340367,10.29568247,6198.000846939999
TTC33,ENSG00000113638,ENST00000337702,Q6PID6,Tetratricopeptide repeat protein 33 ,14.73926513,103.459633,62282.699066
TTC34,ENSG00000275571,ENST00000611612,A8MYJ7,Tetratricopeptide repeat protein 34 ,0.539192367,,
TTC36,ENSG00000172425,ENST00000302783,A6NLP5,Tetratricopeptide repeat protein 36 ,0.380061667,,
TTC37,ENSG00000198677,ENST00000358746,Q6PGP7,Tetratricopeptide repeat protein 37 ,49.84878,164.9740596,99314.3838792
TTC38,ENSG00000075234,ENST00000381031,Q5R3I4,Tetratricopeptide repeat protein 38 ,35.06625333,145.2133954,87418.4640308
TTC39A,ENSG00000085831,ENST00000413473,Q5SRH9,Tetratricopeptide repeat protein 39A ,8.113297767,5.733098699,3451.325416798
TTC39B,ENSG00000155158,ENST00000512701,Q5VTQ0,Tetratricopeptide repeat protein 39B ,1.859621767,3.168785568,1907.6089119360001
TTC39C,ENSG00000168234,ENST00000584250,Q8N584,Tetratricopeptide repeat protein 39C ,11.493628,29.38293309,17688.52572018
TTC4,ENSG00000243725,ENST00000371281,O95801,Tetratricopeptide repeat protein 4 ,73.39937233,687.0330179,413593.8767758
TTC5,ENSG00000136319,ENST00000258821,Q8N0Z6,Tetratricopeptide repeat protein 5 ,34.52711317,246.8839106,148624.1141812
TTC6,ENSG00000139865,ENST00000476979,Q86TZ1,Tetratricopeptide repeat protein 6 ,0.619805093,,
TTC7A,ENSG00000068724,ENST00000319190,Q9ULT0,Tetratricopeptide repeat protein 7A ,7.918242933,3.808859423,2292.933372646
TTC7B,ENSG00000165914,ENST00000328459,Q86TV6,Tetratricopeptide repeat protein 7B ,37.866963,13.66112227,8223.99560654
TTC8,ENSG00000165533,ENST00000380656,Q8TAM2,Tetratricopeptide repeat protein 8 ,20.75026865,26.0603968,15688.3588736
TTC9,ENSG00000133985,ENST00000256367,Q92623,Tetratricopeptide repeat protein 9A ,1.351346667,5.158505687,3105.420423574
TTC9B,ENSG00000174521,ENST00000311308,Q8N6N2,Tetratricopeptide repeat protein 9B ,0.0,,
TTC9C,ENSG00000162222,ENST00000316461,Q8N5M4,Tetratricopeptide repeat protein 9C ,48.42871967,496.1109126,298658.7693852
TTF1,ENSG00000125482,ENST00000334270,Q15361,Transcription termination factor 1 ,20.08495633,41.56329107,25021.10122414
TTF2,ENSG00000116830,ENST00000369466,Q9UNY4,Transcription termination factor 2 ,84.91707,150.3846858,90531.5808516
TTI1,ENSG00000101407,ENST00000373447,O43156,TELO2-interacting protein 1 homolog ,25.84258067,77.53654283,46676.99878366
TTI2,ENSG00000129696,ENST00000360742,Q6NXR4,TELO2-interacting protein 2,10.44463333,48.3509203,29107.254020599998
TTK,ENSG00000112742,ENST00000369798,P33981,Dual specificity protein kinase TTK ,39.25671733,129.2115956,77785.38055120001
TTL,ENSG00000114999,ENST00000233336,Q8NG68,Tubulin--tyrosine ligase ,40.18216667,54.15867882,32603.52464964
TTLL1,ENSG00000100271,ENST00000266254,O95922,Probable tubulin polyglutamylase TTLL1 ,2.958397,1.156232986,696.052257572
TTLL10,ENSG00000162571,ENST00000379288,Q6ZVT0,Inactive polyglycylase TTLL10 ,0.122819667,,
TTLL11,ENSG00000175764,ENST00000373776,Q8NHH1,Tubulin polyglutamylase TTLL11 ,6.523334,0.533354507,321.079413214
TTLL12,ENSG00000100304,ENST00000216129,Q14166,Tubulin--tyrosine ligase-like protein 12 ,104.2917833,1214.541312,731153.869824
TTLL13P,ENSG00000213471,ENST00000438251,A6NNM8,Tubulin polyglutamylase TTLL13P ,0.500508833,,
TTLL2,ENSG00000120440,ENST00000239587,Q9BWV7,Probable tubulin polyglutamylase TTLL2 ,0.0,,
TTLL3,ENSG00000214021,ENST00000383827,Q9Y4R7,Tubulin monoglycylase TTLL3 ,33.00030207,,
TTLL4,ENSG00000135912,ENST00000392102,Q14679,Tubulin polyglutamylase TTLL4 ,65.83319067,24.01622729,14457.76882858
TTLL5,ENSG00000119685,ENST00000298832,Q6EMB2,Tubulin polyglutamylase TTLL5 ,24.1319186,4.748409493,2858.5425147859996
TTLL6,ENSG00000170703,ENST00000393382,Q8N841,Tubulin polyglutamylase TTLL6 ,0.418525967,,
TTLL7,ENSG00000137941,ENST00000260505,Q6ZT98,Tubulin polyglutamylase TTLL7 ,7.748747133,0.564742974,339.975270348
TTLL8,ENSG00000138892,ENST00000266182,A6PVC2,Protein monoglycylase TTLL8 ,0.0,,
TTLL9,ENSG00000131044,ENST00000535842,Q3SXZ7,Probable tubulin polyglutamylase TTLL9 ,0.245944213,,
TTMP,ENSG00000114529,ENST00000264848,Q5BVD1,TPA-induced transmembrane protein,10.52097827,1.244384244,749.119314888
TTN,ENSG00000155657,ENST00000359218,Q8WZ42,Titin ,0.044069801,,
TTPA,ENSG00000137561,ENST00000260116,P49638,Alpha-tocopherol transfer protein ,0.6295757,,
TTPAL,ENSG00000124120,ENST00000262605,Q9BTX7,Alpha-tocopherol transfer protein-like,11.77227433,47.57660793,28641.11797386
TTR,ENSG00000118271,ENST00000237014,P02766,Transthyretin ,0.0,,
TTYH1,ENSG00000276887,ENST00000620133,Q9H313,Protein tweety homolog 1 ,0.282977987,,
TTYH2,ENSG00000141540,ENST00000269346,Q9BSA4,Protein tweety homolog 2 ,7.861840833,11.12563896,6697.63465392
TTYH3,ENSG00000136295,ENST00000258796,Q9C0H2,Protein tweety homolog 3 ,49.408378,45.28350551,27260.670317019998
TUB,ENSG00000166402,ENST00000305253,P50607,Tubby protein homolog,30.26421333,14.25902397,8583.93242994
TUBA1A,ENSG00000167552,ENST00000301071,Q71U36,Tubulin alpha-1A chain ,85.43709587,,
TUBA1B,ENSG00000123416,ENST00000336023,P68363,Tubulin alpha-1B chain ,2272.383793,17494.54327,10531715.04854
TUBA1C,ENSG00000167553,ENST00000301072,Q9BQE3,Tubulin alpha-1C chain ,675.803127,571.6345807,344124.0175814
TUBA3C,ENSG00000198033,ENST00000400113,P0DPH7,Tubulin alpha-3C chain ,0.0,,
TUBA3D,ENSG00000075886,ENST00000321253,P0DPH8,Tubulin alpha-3D chain ,0.0104068,,
TUBA3E,ENSG00000152086,ENST00000312988,Q6PEY2,Tubulin alpha-3E chain ,0.0,,
TUBA4A,ENSG00000127824,ENST00000248437,P68366,Tubulin alpha-4A chain ,3.285637367,14.99249203,9025.48020206
TUBA4B,ENSG00000243910,ENST00000490341,Q9H853,Putative tubulin-like protein alpha-4B ,0.0,,
TUBA8,ENSG00000183785,ENST00000316027,Q9NY65,Tubulin alpha-8 chain ,2.441178667,,
TUBAL3,ENSG00000178462,ENST00000380419,A6NHL2,Tubulin alpha chain-like 3,0.0,36.92859716,22231.015490320002
TUBB,ENSG00000196230,ENST00000327892,P07437,Tubulin beta chain ,1247.976673,2720.807415,1637926.06383
TUBB1,ENSG00000101162,ENST00000217133,Q9H4B7,Tubulin beta-1 chain,0.0,,
TUBB2A,ENSG00000137267,ENST00000333628,Q13885,Tubulin beta-2A chain ,73.02051333,126.2617108,76009.5499016
TUBB2B,ENSG00000137285,ENST00000259818,Q9BVA1,Tubulin beta-2B chain,119.1543357,1114.033281,670648.035162
TUBB3,ENSG00000258947,ENST00000315491,Q13509,Tubulin beta-3 chain ,8.944448235,188.6784592,113584.43243839999
TUBB4A,ENSG00000104833,ENST00000264071,P04350,Tubulin beta-4A chain ,25.98577033,287.5993084,173134.7836568
TUBB4B,ENSG00000188229,ENST00000340384,P68371,Tubulin beta-4B chain ,506.40568,14991.94655,9025151.8231
TUBB6,ENSG00000176014,ENST00000317702,Q9BUF5,Tubulin beta-6 chain ,62.496955,1005.437077,605273.120354
TUBB8,ENSG00000261456,ENST00000568584,Q3ZCM7,Tubulin beta-8 chain ,0.211857267,495.4088138,298236.1059076
TUBB8P12,ENSG00000173213,ENST00000308911,A6NNZ2,Tubulin beta 8B,0.512843933,,
TUBD1,ENSG00000108423,ENST00000325752,Q9UJT1,Tubulin delta chain ,19.34353916,23.92589462,14403.38856124
TUBE1,ENSG00000074935,ENST00000368662,Q9UJT0,Tubulin epsilon chain ,36.008006,67.73261053,40775.03153906
TUBG1,ENSG00000131462,ENST00000251413,P23258,Tubulin gamma-1 chain ,227.9379933,,
TUBG2,ENSG00000037042,ENST00000251412,Q9NRH3,Tubulin gamma-2 chain ,14.07870667,,
TUBGCP2,ENSG00000130640,ENST00000368563,Q9BSJ2,Gamma-tubulin complex component 2 ,56.69410867,229.3656266,138078.1072132
TUBGCP3,ENSG00000126216,ENST00000261965,Q96CW5,Gamma-tubulin complex component 3 ,24.02525833,109.8981199,66158.66817979999
TUBGCP4,ENSG00000137822,ENST00000564079,Q9UGJ1,Gamma-tubulin complex component 4 ,33.354733,107.7982442,64894.543008399996
TUBGCP5,ENSG00000275835,ENST00000615383,Q96RT8,Gamma-tubulin complex component 5 ,23.02374089,21.07378109,12686.41621618
TUBGCP6,ENSG00000128159,ENST00000248846,Q96RT7,Gamma-tubulin complex component 6 ,36.299385,22.91210096,13793.08477792
TUFM,ENSG00000178952,ENST00000313511,P49411,"Elongation factor Tu, mitochondrial ",340.2024667,3642.150529,2192574.618458
TUFT1,ENSG00000143367,ENST00000368848,Q9NNX1,Tuftelin,7.465644333,25.93320446,15611.78908492
TULP1,ENSG00000112041,ENST00000229771,O00294,Tubby-related protein 1 ,0.297809667,,
TULP2,ENSG00000104804,ENST00000221399,O00295,Tubby-related protein 2 ,2.200427333,,
TULP3,ENSG00000078246,ENST00000448120,O75386,Tubby-related protein 3 ,18.35016733,24.56866434,14790.33593268
TULP4,ENSG00000130338,ENST00000367097,Q9NRJ4,Tubby-related protein 4 ,12.951167,1.043124735,627.9610904699999
TUSC1,ENSG00000198680,ENST00000358022,Q2TAM9,Tumor suppressor candidate gene 1 protein ,14.07103333,44.57864221,26836.342610419997
TUSC2,ENSG00000114383,ENST00000232496,O75896,Tumor suppressor candidate 2 ,69.3522183,137.6174534,82845.7069468
TUSC3,ENSG00000104723,ENST00000503731,Q13454,Tumor suppressor candidate 3 ,42.97656867,4.839301503,2913.2595048059998
TUT1,ENSG00000149016,ENST00000476907,Q9H6E5,Speckle targeted PIP5K1A-regulated poly(A) polymerase ,23.46817107,29.89455723,17996.523452460002
TUT4,ENSG00000134744,ENST00000371544,Q5TAX3,Terminal uridylyltransferase 4 ,45.990019,39.5660239,23818.746387799998
TUT7,ENSG00000083223,ENST00000375963,Q5VYS8,Terminal uridylyltransferase 7 ,11.4996474,47.07022828,28336.27742456
TVP23A,ENSG00000166676,ENST00000456096,A6NH52,Golgi apparatus membrane protein TVP23 homolog A,0.165660167,,
TVP23B,ENSG00000171928,ENST00000307767,Q9NYZ1,Golgi apparatus membrane protein TVP23 homolog B,34.41275893,,
TVP23C,ENSG00000175106,ENST00000518321,Q96ET8,Golgi apparatus membrane protein TVP23 homolog C,10.09958523,,
TWF1,ENSG00000151239,ENST00000395510,Q12792,Twinfilin-1 ,57.4732133,556.4364491,334974.7423582
TWF2,ENSG00000247596,ENST00000305533,Q6IBS0,Twinfilin-2 ,54.841328,838.6395302,504860.9971804
TWIST1,ENSG00000122691,ENST00000242261,Q15672,Twist-related protein 1 ,15.356101,0.873825605,526.04301421
TWIST2,ENSG00000233608,ENST00000612363,Q8WVJ9,Twist-related protein 2 ,4.788907667,,
TWNK,ENSG00000107815,ENST00000311916,Q96RR1,"Twinkle protein, mitochondrial ",36.376744,51.99239306,31299.42062212
TWSG1,ENSG00000128791,ENST00000262120,Q9GZX9,Twisted gastrulation protein homolog 1,18.90931967,22.49231101,13540.371228020002
TXK,ENSG00000074966,ENST00000264316,P42681,Tyrosine-protein kinase TXK ,0.319691933,,
TXLNA,ENSG00000084652,ENST00000373610,P40222,Alpha-taxilin,66.67496667,1691.671601,1018386.303802
TXLNB,ENSG00000164440,ENST00000358430,Q8N3L3,Beta-taxilin ,0.221649333,1.104032865,664.62778473
TXLNG,ENSG00000086712,ENST00000380122,Q9NUQ3,Gamma-taxilin ,34.13387733,584.6654031,351968.57266620005
TXN,ENSG00000136810,ENST00000374517,P10599,Thioredoxin ,660.3719603,10057.87634,6054841.55668
TXN2,ENSG00000100348,ENST00000216185,Q99757,"Thioredoxin, mitochondrial ",117.9548833,573.54495,345274.0599
TXNDC11,ENSG00000153066,ENST00000283033,Q6PKC3,Thioredoxin domain-containing protein 11 ,17.98348435,7.680620253,4623.733392306
TXNDC12,ENSG00000117862,ENST00000371626,O95881,Thioredoxin domain-containing protein 12 ,43.99737067,836.3379225,503475.429345
TXNDC15,ENSG00000113621,ENST00000358387,Q96J42,Thioredoxin domain-containing protein 15,32.67083133,70.25024779,42290.64916958
TXNDC16,ENSG00000087301,ENST00000281741,Q9P2K2,Thioredoxin domain-containing protein 16,10.86438933,11.59786332,6981.91371864
TXNDC17,ENSG00000129235,ENST00000250101,Q9BRA2,Thioredoxin domain-containing protein 17 ,234.294127,772.5903617,465099.3977434
TXNDC2,ENSG00000168454,ENST00000357775,Q86VQ3,Thioredoxin domain-containing protein 2 ,0.314799503,,
TXNDC5,ENSG00000239264,ENST00000379757,Q8NBS9,Thioredoxin domain-containing protein 5 ,198.8309501,1410.999443,849421.664686
TXNDC8,ENSG00000204193,ENST00000374510,Q6A555,Thioredoxin domain-containing protein 8 ,0.0,,
TXNDC9,ENSG00000115514,ENST00000264255,O14530,Thioredoxin domain-containing protein 9 ,24.88160033,435.1810636,261979.0002872
TXNIP,ENSG00000265972,ENST00000582401,Q9H3M7,Thioredoxin-interacting protein ,12.46494333,0.931649769,560.853160938
TXNL1,ENSG00000091164,ENST00000590954,O43396,Thioredoxin-like protein 1 ,49.74734913,1306.083883,786262.497566
TXNL4A,ENSG00000141759,ENST00000269601,P83876,Thioredoxin-like protein 4A ,208.1061067,424.3693321,255470.3379242
TXNL4B,ENSG00000140830,ENST00000268483,Q9NX01,Thioredoxin-like protein 4B ,15.444731,35.43415058,21331.35864916
TXNRD1,ENSG00000198431,ENST00000524698,Q16881,"Thioredoxin reductase 1, cytoplasmic ",130.7162681,793.056796,477420.191192
TXNRD2,ENSG00000184470,ENST00000400521,Q9NNW7,"Thioredoxin reductase 2, mitochondrial ",30.9525382,298.302986,179578.397572
TXNRD3,ENSG00000197763,ENST00000640433,Q86VQ6,Thioredoxin reductase 3 ,10.76933033,12.73545041,7666.74114682
TYK2,ENSG00000105397,ENST00000525621,P29597,Non-receptor tyrosine-protein kinase TYK2 ,72.35169105,12.79768472,7704.20620144
TYMP,ENSG00000025708,ENST00000395680,P19971,Thymidine phosphorylase ,2.518478135,0.624599678,376.00900615600005
